# title: Greenland Ice Sheet Gravimetric Mass Balance Gridded Product
# institution: TU Dresden, Chair of Geodetic Earth System Research
# project: Greenland_Ice_Sheet
# source: GRACE/GRACE-FO monthly solutions provided by Center for Space Research (CSR RL06)
# summary: GRACE/GRACE-FO-derived time series of basin-averaged Greenland ice mass changes with respect to the mass as of 2011-01-01 according to a linear, periodic (periods: 1 year, 1/2 year, 161 days) and quadratic model fitted to the monthly solutions in the period 2002-08 - 2016-08
# error_estimates: Provided error estimates solely account for the white noise component. Systematic errors (e.g. errors in the GIA correction) are included in the error estimates of the derived linear trends.
# gia_model: Caron et al. (2018) (http://doi.org/10.1002/2017GL076644)
# regions: Regions 1-8: drainage basins according to Zwally et al. (2012, http://icesat4.gsfc.nasa.gov/cryo_data/ant_grn_drainage_systems.php), 9: Greenland Ice Sheet
# time_coverage_start: 2002-04
# time_coverage_end: 2021-06
# product_version: 3.4
# date_created: 2021-09-06
# contact: martin.horwath@tu-dresden.de
#
# regions: GIS01 GIS02 GIS03 GIS04 GIS05 GIS06 GIS07 GIS08 GIS09 
# time [decimal year], time [modified julian date], dm region1 [kg], sigma dm region1 [kg], ...
2003.357 52770.5  1.6370e+14  7.4930e+12  5.5809e+13  9.8886e+12  4.8034e+14  1.7649e+13  3.6328e+14  1.8481e+13  1.9212e+14  8.2852e+12  2.5354e+14  1.9500e+13  1.9893e+14  1.2431e+13  3.4201e+14  9.3015e+12  2.0497e+15  4.5556e+13
2003.538 52836.5  1.4235e+14  7.4930e+12  3.0943e+13  9.8886e+12  4.1395e+14  1.7649e+13  3.4003e+14  1.8481e+13  1.6857e+14  8.2852e+12  2.1400e+14  1.9500e+13  1.7298e+14  1.2431e+13  3.1367e+14  9.3015e+12  1.7965e+15  4.5556e+13
2003.623 52867.5  1.2831e+14  7.4930e+12  1.0762e+13  9.8886e+12  3.8633e+14  1.7649e+13  3.3600e+14  1.8481e+13  1.4753e+14  8.2852e+12  1.8395e+14  1.9500e+13  1.7663e+14  1.2431e+13  3.2867e+14  9.3015e+12  1.6982e+15  4.5556e+13
2003.706 52898.0  1.2996e+14  7.4930e+12  2.3104e+13  9.8886e+12  3.6144e+14  1.7649e+13  3.3397e+14  1.8481e+13  1.3890e+14  8.2852e+12  1.7378e+14  1.9500e+13  1.8698e+14  1.2431e+13  3.3753e+14  9.3015e+12  1.6857e+15  4.5556e+13
2003.790 52928.5  1.3481e+14  7.4930e+12  1.7104e+13  9.8886e+12  3.4910e+14  1.7649e+13  3.2295e+14  1.8481e+13  1.4867e+14  8.2852e+12  1.8452e+14  1.9500e+13  2.0810e+14  1.2431e+13  3.4108e+14  9.3015e+12  1.7064e+15  4.5556e+13
2003.873 52959.0  1.2737e+14  7.4930e+12  4.1032e+13  9.8886e+12  3.6338e+14  1.7649e+13  3.2729e+14  1.8481e+13  1.3993e+14  8.2852e+12  1.5900e+14  1.9500e+13  1.6152e+14  1.2431e+13  3.2554e+14  9.3015e+12  1.6451e+15  4.5556e+13
2003.957 52989.5  1.3501e+14  7.4930e+12  1.2018e+13  9.8886e+12  3.6534e+14  1.7649e+13  3.3334e+14  1.8481e+13  1.4655e+14  8.2852e+12  1.6769e+14  1.9500e+13  1.7286e+14  1.2431e+13  3.4079e+14  9.3015e+12  1.6736e+15  4.5556e+13
2004.018 53011.5  1.3673e+14  7.4930e+12  2.0546e+13  9.8886e+12  3.8105e+14  1.7649e+13  3.3332e+14  1.8481e+13  1.4543e+14  8.2852e+12  1.8597e+14  1.9500e+13  1.6659e+14  1.2431e+13  3.3178e+14  9.3015e+12  1.7014e+15  4.5556e+13
2004.129 53052.0  1.3437e+14  7.4930e+12  3.0615e+13  9.8886e+12  3.5693e+14  1.7649e+13  3.4178e+14  1.8481e+13  1.5756e+14  8.2852e+12  1.9011e+14  1.9500e+13  1.8972e+14  1.2431e+13  3.2687e+14  9.3015e+12  1.7280e+15  4.5556e+13
2004.207 53080.5  1.3395e+14  7.4930e+12  2.1649e+13  9.8886e+12  3.8821e+14  1.7649e+13  3.3369e+14  1.8481e+13  1.4752e+14  8.2852e+12  2.1224e+14  1.9500e+13  1.8708e+14  1.2431e+13  3.2058e+14  9.3015e+12  1.7449e+15  4.5556e+13
2004.290 53111.0  1.3427e+14  7.4930e+12  2.7947e+13  9.8886e+12  4.1507e+14  1.7649e+13  3.1507e+14  1.8481e+13  1.5082e+14  8.2852e+12  2.3115e+14  1.9500e+13  1.7941e+14  1.2431e+13  3.1895e+14  9.3015e+12  1.7727e+15  4.5556e+13
2004.374 53141.5  1.2602e+14  7.4930e+12  1.2634e+13  9.8886e+12  3.8883e+14  1.7649e+13  3.4109e+14  1.8481e+13  1.5587e+14  8.2852e+12  2.1292e+14  1.9500e+13  1.8415e+14  1.2431e+13  3.0329e+14  9.3015e+12  1.7248e+15  4.5556e+13
2004.457 53172.0  1.4063e+14  7.4930e+12  1.7006e+13  9.8886e+12  3.8306e+14  1.7649e+13  3.3494e+14  1.8481e+13  1.6562e+14  8.2852e+12  2.0423e+14  1.9500e+13  1.8544e+14  1.2431e+13  3.1205e+14  9.3015e+12  1.7430e+15  4.5556e+13
2004.541 53202.5  1.2431e+14  7.4930e+12  3.7040e+13  9.8886e+12  3.5510e+14  1.7649e+13  3.2029e+14  1.8481e+13  1.4803e+14  8.2852e+12  2.0405e+14  1.9500e+13  1.7084e+14  1.2431e+13  2.9736e+14  9.3015e+12  1.6570e+15  4.5556e+13
2004.626 53233.5  1.0468e+14  7.4930e+12  2.7614e+13  9.8886e+12  3.1895e+14  1.7649e+13  3.3020e+14  1.8481e+13  1.3000e+14  8.2852e+12  1.6981e+14  1.9500e+13  1.7592e+14  1.2431e+13  2.8927e+14  9.3015e+12  1.5464e+15  4.5556e+13
2004.709 53264.0  1.1181e+14  7.4930e+12  3.0382e+13  9.8886e+12  3.2006e+14  1.7649e+13  2.8825e+14  1.8481e+13  1.4141e+14  8.2852e+12  1.5888e+14  1.9500e+13  1.6680e+14  1.2431e+13  2.9665e+14  9.3015e+12  1.5142e+15  4.5556e+13
2004.793 53294.5  1.1028e+14  7.4930e+12  2.6654e+12  9.8886e+12  3.3334e+14  1.7649e+13  2.5865e+14  1.8481e+13  1.2080e+14  8.2852e+12  1.5217e+14  1.9500e+13  1.4904e+14  1.2431e+13  2.9755e+14  9.3015e+12  1.4245e+15  4.5556e+13
2004.876 53325.0  1.1676e+14  7.4930e+12  2.9041e+12  9.8886e+12  2.9604e+14  1.7649e+13  2.6706e+14  1.8481e+13  1.2392e+14  8.2852e+12  1.7231e+14  1.9500e+13  1.8304e+14  1.2431e+13  3.1741e+14  9.3015e+12  1.4794e+15  4.5556e+13
2004.960 53355.5  1.2861e+14  7.4930e+12  4.9894e+12  9.8886e+12  3.4328e+14  1.7649e+13  2.5256e+14  1.8481e+13  1.3286e+14  8.2852e+12  1.9912e+14  1.9500e+13  1.7315e+14  1.2431e+13  3.2940e+14  9.3015e+12  1.5640e+15  4.5556e+13
2005.042 53386.5  1.2565e+14  7.4930e+12  1.8696e+13  9.8886e+12  3.1256e+14  1.7649e+13  2.7676e+14  1.8481e+13  1.4040e+14  8.2852e+12  1.9266e+14  1.9500e+13  1.8213e+14  1.2431e+13  3.1558e+14  9.3015e+12  1.5645e+15  4.5556e+13
2005.123 53416.0  1.2140e+14  7.4930e+12  1.8948e+13  9.8886e+12  3.1880e+14  1.7649e+13  2.4067e+14  1.8481e+13  1.5774e+14  8.2852e+12  2.2893e+14  1.9500e+13  1.8710e+14  1.2431e+13  3.0981e+14  9.3015e+12  1.5834e+15  4.5556e+13
2005.204 53445.5  1.2441e+14  7.4930e+12  9.2853e+12  9.8886e+12  3.1380e+14  1.7649e+13  2.6582e+14  1.8481e+13  1.5167e+14  8.2852e+12  1.9730e+14  1.9500e+13  2.0299e+14  1.2431e+13  3.1730e+14  9.3015e+12  1.5826e+15  4.5556e+13
2005.287 53476.0  1.2343e+14  7.4930e+12 -2.4914e+12  9.8886e+12  3.2693e+14  1.7649e+13  2.3114e+14  1.8481e+13  1.6711e+14  8.2852e+12  2.3581e+14  1.9500e+13  2.0360e+14  1.2431e+13  3.2311e+14  9.3015e+12  1.6086e+15  4.5556e+13
2005.371 53506.5  1.3030e+14  7.4930e+12  9.8449e+12  9.8886e+12  3.3110e+14  1.7649e+13  2.6277e+14  1.8481e+13  1.4776e+14  8.2852e+12  2.2904e+14  1.9500e+13  1.9082e+14  1.2431e+13  3.2721e+14  9.3015e+12  1.6289e+15  4.5556e+13
2005.455 53537.0  1.2234e+14  7.4930e+12  3.0361e+13  9.8886e+12  3.1191e+14  1.7649e+13  2.5580e+14  1.8481e+13  1.5664e+14  8.2852e+12  2.3807e+14  1.9500e+13  1.9476e+14  1.2431e+13  3.2238e+14  9.3015e+12  1.6323e+15  4.5556e+13
2005.538 53567.5  1.0027e+14  7.4930e+12  1.7257e+13  9.8886e+12  2.9340e+14  1.7649e+13  2.2203e+14  1.8481e+13  1.4186e+14  8.2852e+12  2.3423e+14  1.9500e+13  1.8420e+14  1.2431e+13  3.1368e+14  9.3015e+12  1.5069e+15  4.5556e+13
2005.623 53598.5  8.4016e+13  7.4930e+12 -1.6111e+12  9.8886e+12  2.3690e+14  1.7649e+13  2.0688e+14  1.8481e+13  1.1718e+14  8.2852e+12  1.8511e+14  1.9500e+13  1.6300e+14  1.2431e+13  2.8692e+14  9.3015e+12  1.2784e+15  4.5556e+13
2005.706 53629.0  8.5281e+13  7.4930e+12  3.8211e+09  9.8886e+12  2.0280e+14  1.7649e+13  2.1010e+14  1.8481e+13  1.0042e+14  8.2852e+12  1.6192e+14  1.9500e+13  1.4689e+14  1.2431e+13  2.7281e+14  9.3015e+12  1.1802e+15  4.5556e+13
2005.790 53659.5  9.6030e+13  7.4930e+12 -1.6281e+13  9.8886e+12  2.0515e+14  1.7649e+13  1.9029e+14  1.8481e+13  9.7294e+13  8.2852e+12  1.8909e+14  1.9500e+13  1.5898e+14  1.2431e+13  2.8804e+14  9.3015e+12  1.2086e+15  4.5556e+13
2005.873 53690.0  8.6158e+13  7.4930e+12  9.0831e+12  9.8886e+12  2.1361e+14  1.7649e+13  1.9388e+14  1.8481e+13  1.1125e+14  8.2852e+12  1.9840e+14  1.9500e+13  1.6444e+14  1.2431e+13  2.7975e+14  9.3015e+12  1.2566e+15  4.5556e+13
2005.957 53720.5  1.1029e+14  7.4930e+12 -4.6091e+12  9.8886e+12  2.4921e+14  1.7649e+13  2.4989e+14  1.8481e+13  9.3173e+13  8.2852e+12  1.6670e+14  1.9500e+13  1.5299e+14  1.2431e+13  2.8881e+14  9.3015e+12  1.3064e+15  4.5556e+13
2006.042 53751.5  9.8036e+13  7.4930e+12  2.5722e+13  9.8886e+12  2.2942e+14  1.7649e+13  2.1425e+14  1.8481e+13  1.1109e+14  8.2852e+12  1.7920e+14  1.9500e+13  1.4142e+14  1.2431e+13  2.6870e+14  9.3015e+12  1.2678e+15  4.5556e+13
2006.123 53781.0  8.4151e+13  7.4930e+12  2.1760e+13  9.8886e+12  2.5005e+14  1.7649e+13  1.8089e+14  1.8481e+13  1.1232e+14  8.2852e+12  2.0867e+14  1.9500e+13  1.5173e+14  1.2431e+13  2.6725e+14  9.3015e+12  1.2768e+15  4.5556e+13
2006.204 53810.5  9.2541e+13  7.4930e+12  2.7301e+13  9.8886e+12  2.5421e+14  1.7649e+13  2.0856e+14  1.8481e+13  1.2293e+14  8.2852e+12  1.8943e+14  1.9500e+13  1.5296e+14  1.2431e+13  2.6203e+14  9.3015e+12  1.3100e+15  4.5556e+13
2006.287 53841.0  9.4306e+13  7.4930e+12  2.2674e+13  9.8886e+12  2.6227e+14  1.7649e+13  1.9623e+14  1.8481e+13  1.1451e+14  8.2852e+12  2.1868e+14  1.9500e+13  1.6005e+14  1.2431e+13  2.6351e+14  9.3015e+12  1.3322e+15  4.5556e+13
2006.371 53871.5  9.6958e+13  7.4930e+12  3.0603e+13  9.8886e+12  2.5691e+14  1.7649e+13  2.0045e+14  1.8481e+13  1.2635e+14  8.2852e+12  2.2770e+14  1.9500e+13  1.5768e+14  1.2431e+13  2.5767e+14  9.3015e+12  1.3543e+15  4.5556e+13
2006.455 53902.0  1.0666e+14  7.4930e+12  3.7848e+13  9.8886e+12  2.3641e+14  1.7649e+13  1.6637e+14  1.8481e+13  1.3346e+14  8.2852e+12  2.4095e+14  1.9500e+13  1.7121e+14  1.2431e+13  2.5270e+14  9.3015e+12  1.3456e+15  4.5556e+13
2006.538 53932.5  9.6457e+13  7.4930e+12  3.7147e+13  9.8886e+12  2.2786e+14  1.7649e+13  1.6741e+14  1.8481e+13  1.0284e+14  8.2852e+12  2.0248e+14  1.9500e+13  1.4003e+14  1.2431e+13  2.4812e+14  9.3015e+12  1.2223e+15  4.5556e+13
2006.623 53963.5  8.7514e+13  7.4930e+12  2.7638e+13  9.8886e+12  1.9335e+14  1.7649e+13  1.5061e+14  1.8481e+13  8.5871e+13  8.2852e+12  1.7159e+14  1.9500e+13  1.3162e+14  1.2431e+13  2.2861e+14  9.3015e+12  1.0768e+15  4.5556e+13
2006.706 53994.0  9.2135e+13  7.4930e+12  1.7620e+13  9.8886e+12  1.7493e+14  1.7649e+13  1.3500e+14  1.8481e+13  9.8741e+13  8.2852e+12  1.7214e+14  1.9500e+13  1.4080e+14  1.2431e+13  2.3150e+14  9.3015e+12  1.0629e+15  4.5556e+13
2006.790 54024.5  9.6151e+13  7.4930e+12  2.8277e+13  9.8886e+12  1.9120e+14  1.7649e+13  1.5378e+14  1.8481e+13  7.6406e+13  8.2852e+12  1.6084e+14  1.9500e+13  1.2936e+14  1.2431e+13  2.3679e+14  9.3015e+12  1.0728e+15  4.5556e+13
2006.873 54055.0  1.0355e+14  7.4930e+12  3.7322e+13  9.8886e+12  1.6750e+14  1.7649e+13  1.2708e+14  1.8481e+13  9.5365e+13  8.2852e+12  1.8833e+14  1.9500e+13  1.4012e+14  1.2431e+13  2.3210e+14  9.3015e+12  1.0914e+15  4.5556e+13
2006.957 54085.5  1.1123e+14  7.4930e+12  2.7597e+13  9.8886e+12  1.4168e+14  1.7649e+13  1.2693e+14  1.8481e+13  8.8200e+13  8.2852e+12  1.8418e+14  1.9500e+13  1.4342e+14  1.2431e+13  2.2709e+14  9.3015e+12  1.0503e+15  4.5556e+13
2007.042 54116.5  1.0054e+14  7.4930e+12  3.2601e+13  9.8886e+12  1.7714e+14  1.7649e+13  1.3028e+14  1.8481e+13  8.5928e+13  8.2852e+12  1.7760e+14  1.9500e+13  1.3976e+14  1.2431e+13  2.1778e+14  9.3015e+12  1.0616e+15  4.5556e+13
2007.122 54145.5  1.0610e+14  7.4930e+12  3.2387e+13  9.8886e+12  1.8221e+14  1.7649e+13  1.6887e+14  1.8481e+13  8.9266e+13  8.2852e+12  1.5372e+14  1.9500e+13  1.2853e+14  1.2431e+13  2.3659e+14  9.3015e+12  1.0977e+15  4.5556e+13
2007.204 54175.5  1.0646e+14  7.4930e+12  5.3046e+13  9.8886e+12  1.8508e+14  1.7649e+13  1.6599e+14  1.8481e+13  1.0517e+14  8.2852e+12  1.7342e+14  1.9500e+13  1.2460e+14  1.2431e+13  2.1817e+14  9.3015e+12  1.1319e+15  4.5556e+13
2007.287 54206.0  1.1573e+14  7.4930e+12  3.0494e+13  9.8886e+12  2.1118e+14  1.7649e+13  1.6099e+14  1.8481e+13  1.0186e+14  8.2852e+12  1.8733e+14  1.9500e+13  1.2129e+14  1.2431e+13  2.1780e+14  9.3015e+12  1.1467e+15  4.5556e+13
2007.371 54236.5  1.0700e+14  7.4930e+12  4.9176e+13  9.8886e+12  1.7628e+14  1.7649e+13  1.7588e+14  1.8481e+13  1.0602e+14  8.2852e+12  1.7488e+14  1.9500e+13  1.3289e+14  1.2431e+13  2.0542e+14  9.3015e+12  1.1275e+15  4.5556e+13
2007.455 54267.0  1.0740e+14  7.4930e+12  3.4207e+13  9.8886e+12  1.8272e+14  1.7649e+13  1.8377e+14  1.8481e+13  9.8510e+13  8.2852e+12  1.4466e+14  1.9500e+13  1.2209e+14  1.2431e+13  2.0961e+14  9.3015e+12  1.0830e+15  4.5556e+13
2007.538 54297.5  1.0131e+14  7.4930e+12  2.4925e+13  9.8886e+12  1.5618e+14  1.7649e+13  1.3324e+14  1.8481e+13  8.2538e+13  8.2852e+12  1.3902e+14  1.9500e+13  1.0149e+14  1.2431e+13  1.9753e+14  9.3015e+12  9.3623e+14  4.5556e+13
2007.623 54328.5  8.5481e+13  7.4930e+12  4.1259e+13  9.8886e+12  9.1474e+13  1.7649e+13  1.2046e+14  1.8481e+13  8.2942e+13  8.2852e+12  1.1464e+14  1.9500e+13  1.0046e+14  1.2431e+13  1.7745e+14  9.3015e+12  8.1417e+14  4.5556e+13
2007.706 54359.0  9.2704e+13  7.4930e+12  2.9935e+13  9.8886e+12  7.1458e+13  1.7649e+13  1.0484e+14  1.8481e+13  6.9771e+13  8.2852e+12  1.2499e+14  1.9500e+13  9.9093e+13  1.2431e+13  1.6496e+14  9.3015e+12  7.5775e+14  4.5556e+13
2007.790 54389.5  8.9298e+13  7.4930e+12  2.1574e+13  9.8886e+12  8.8468e+13  1.7649e+13  1.0649e+14  1.8481e+13  5.4585e+13  8.2852e+12  1.0693e+14  1.9500e+13  8.5980e+13  1.2431e+13  1.6226e+14  9.3015e+12  7.1558e+14  4.5556e+13
2007.873 54420.0  8.1467e+13  7.4930e+12  1.5043e+13  9.8886e+12  7.5982e+13  1.7649e+13  1.3035e+14  1.8481e+13  6.2008e+13  8.2852e+12  9.2867e+13  1.9500e+13  9.4006e+13  1.2431e+13  1.5579e+14  9.3015e+12  7.0751e+14  4.5556e+13
2007.957 54450.5  9.1135e+13  7.4930e+12  1.7931e+13  9.8886e+12  7.8704e+13  1.7649e+13  1.2782e+14  1.8481e+13  7.9097e+13  8.2852e+12  1.0182e+14  1.9500e+13  9.9458e+13  1.2431e+13  1.6795e+14  9.3015e+12  7.6392e+14  4.5556e+13
2008.042 54481.5  9.5382e+13  7.4930e+12  2.0672e+13  9.8886e+12  1.1154e+14  1.7649e+13  1.2055e+14  1.8481e+13  7.4213e+13  8.2852e+12  1.3474e+14  1.9500e+13  1.0089e+14  1.2431e+13  1.5975e+14  9.3015e+12  8.1773e+14  4.5556e+13
2008.125 54511.5  9.3045e+13  7.4930e+12  3.6356e+13  9.8886e+12  1.2339e+14  1.7649e+13  1.2938e+14  1.8481e+13  8.9970e+13  8.2852e+12  1.3564e+14  1.9500e+13  9.7664e+13  1.2431e+13  1.6833e+14  9.3015e+12  8.7377e+14  4.5556e+13
2008.207 54541.5  9.7753e+13  7.4930e+12  3.0412e+13  9.8886e+12  1.5363e+14  1.7649e+13  1.6086e+14  1.8481e+13  7.1694e+13  8.2852e+12  1.1496e+14  1.9500e+13  9.3801e+13  1.2431e+13  1.7465e+14  9.3015e+12  8.9776e+14  4.5556e+13
2008.290 54572.0  8.8490e+13  7.4930e+12  4.3090e+13  9.8886e+12  1.3972e+14  1.7649e+13  1.2799e+14  1.8481e+13  8.6383e+13  8.2852e+12  1.3693e+14  1.9500e+13  8.8203e+13  1.2431e+13  1.4751e+14  9.3015e+12  8.5832e+14  4.5556e+13
2008.374 54602.5  7.4378e+13  7.4930e+12  5.2842e+13  9.8886e+12  1.5166e+14  1.7649e+13  1.2092e+14  1.8481e+13  8.3401e+13  8.2852e+12  1.1129e+14  1.9500e+13  8.2649e+13  1.2431e+13  1.3072e+14  9.3015e+12  8.0785e+14  4.5556e+13
2008.457 54633.0  7.8744e+13  7.4930e+12  3.8551e+13  9.8886e+12  1.6214e+14  1.7649e+13  1.0510e+14  1.8481e+13  7.6327e+13  8.2852e+12  1.3943e+14  1.9500e+13  8.4947e+13  1.2431e+13  1.3810e+14  9.3015e+12  8.2333e+14  4.5556e+13
2008.541 54663.5  6.1954e+13  7.4930e+12  1.5532e+13  9.8886e+12  1.2555e+14  1.7649e+13  1.1662e+14  1.8481e+13  6.8254e+13  8.2852e+12  1.0718e+14  1.9500e+13  8.7381e+13  1.2431e+13  1.3829e+14  9.3015e+12  7.2077e+14  4.5556e+13
2008.626 54694.5  3.6801e+13  7.4930e+12  1.4281e+13  9.8886e+12  1.0175e+14  1.7649e+13  8.4706e+13  1.8481e+13  4.0776e+13  8.2852e+12  8.0613e+13  1.9500e+13  6.7933e+13  1.2431e+13  1.1943e+14  9.3015e+12  5.4629e+14  4.5556e+13
2008.709 54725.0  3.1300e+13  7.4930e+12 -5.3741e+12  9.8886e+12  1.0670e+14  1.7649e+13  6.5896e+13  1.8481e+13  2.9273e+13  8.2852e+12  6.7800e+13  1.9500e+13  6.0539e+13  1.2431e+13  1.1436e+14  9.3015e+12  4.7050e+14  4.5556e+13
2008.793 54755.5  2.7106e+13  7.4930e+12  1.0506e+13  9.8886e+12  9.2940e+13  1.7649e+13  7.2145e+13  1.8481e+13  3.2668e+13  8.2852e+12  5.8485e+13  1.9500e+13  6.7255e+13  1.2431e+13  9.5335e+13  9.3015e+12  4.5644e+14  4.5556e+13
2008.876 54786.0  3.0827e+13  7.4930e+12  2.5014e+13  9.8886e+12  1.1259e+14  1.7649e+13  6.3372e+13  1.8481e+13  4.1118e+13  8.2852e+12  1.0434e+14  1.9500e+13  7.2238e+13  1.2431e+13  9.7773e+13  9.3015e+12  5.4728e+14  4.5556e+13
2008.960 54816.5  3.7326e+13  7.4930e+12  2.2438e+13  9.8886e+12  1.2344e+14  1.7649e+13  1.4134e+14  1.8481e+13  3.3033e+13  8.2852e+12  8.8684e+13  1.9500e+13  7.7122e+13  1.2431e+13  1.0820e+14  9.3015e+12  6.3159e+14  4.5556e+13
2009.042 54847.5  4.3021e+13  7.4930e+12  1.6389e+13  9.8886e+12  1.4841e+14  1.7649e+13  8.9692e+13  1.8481e+13  6.2063e+13  8.2852e+12  1.3149e+14  1.9500e+13  9.9074e+13  1.2431e+13  1.2011e+14  9.3015e+12  7.1025e+14  4.5556e+13
2009.123 54877.0  3.3708e+13  7.4930e+12  6.9701e+11  9.8886e+12  1.1215e+14  1.7649e+13  1.1836e+14  1.8481e+13  5.3258e+13  8.2852e+12  1.1310e+14  1.9500e+13  9.2497e+13  1.2431e+13  9.8018e+13  9.3015e+12  6.2179e+14  4.5556e+13
2009.204 54906.5  2.6342e+13  7.4930e+12  1.5609e+13  9.8886e+12  1.3077e+14  1.7649e+13  1.1210e+14  1.8481e+13  6.3518e+13  8.2852e+12  9.7101e+13  1.9500e+13  6.7133e+13  1.2431e+13  8.4732e+13  9.3015e+12  5.9731e+14  4.5556e+13
2009.287 54937.0  3.0727e+13  7.4930e+12  9.9586e+12  9.8886e+12  1.1782e+14  1.7649e+13  9.6701e+13  1.8481e+13  5.9685e+13  8.2852e+12  1.1442e+14  1.9500e+13  7.0461e+13  1.2431e+13  9.1097e+13  9.3015e+12  5.9087e+14  4.5556e+13
2009.371 54967.5  3.3842e+13  7.4930e+12  1.0784e+13  9.8886e+12  1.5535e+14  1.7649e+13  9.6750e+13  1.8481e+13  7.1239e+13  8.2852e+12  1.4824e+14  1.9500e+13  7.2841e+13  1.2431e+13  7.7446e+13  9.3015e+12  6.6649e+14  4.5556e+13
